"date","fav","id","rt","text","url"
"17/4/2012 21:08:30","","192328703534055425","","Y con qué van a sustituir el #Españolesalafuga de Patagonia? Hay algún 'Españoles en Botswana' que podamos reponer?","twitter.com/Rocigaot/status/192328703534055425"
"17/4/2012 21:06:15","","192328137470771200","","Los neoliberales son como adolescentes. Quieren perder de vista a Papá Estado, menos cuando necesitan que les compren o resuelvan algo...","twitter.com/Rocigaot/status/192328137470771200"
"17/4/2012 18:42:46","","192292028422426624","","Después de lo de TVE, ¿el siguiente paso es que Oysho deje de vender pijamas y bragas de Mafalda, por si algún patriota se siente ofendido?","twitter.com/Rocigaot/status/192292028422426624"
"17/4/2012 18:36:01","","192290326252224512","1","TVE no emitirá hoy el 'Españoles por el Mundo' de la Patagonia. La prensa cavernaria ya nos avisó de que Mariano pondría firme a Kirchner...","twitter.com/Rocigaot/status/192290326252224512"
"17/4/2012 3:25:41","","192061233741049857","4","Pancartas de 'No soy anti nacionalización, la nacionalización es anti yo' o 'Violencia es usar paneles solares' en la  #AcampadaYPF","twitter.com/Rocigaot/status/192061233741049857"
"16/4/2012 23:51:11","","192007253807734784","","@lara_grana @huyelobo WTF? Yo creo que así y todo hoy gana el toque 'Familia Addams' de La Razón, pero esto también se las trae...","twitter.com/Rocigaot/status/192007253807734784"
"16/4/2012 23:31:35","","192002321243308033","","Hoy, en #portadastróspidas, Morticia Kirchner en La Razón...vía @lara_granapic.twitter.com/TafKCcZS","twitter.com/Rocigaot/status/192002321243308033"
"16/4/2012 23:28:38","","192001578595651586","","Estoy en un sinvivir con lo de YPF. Ahora que deja de ser un patrimonio de los españoles, ¿tendremos que pagarnos la gasol...?no, nada...","twitter.com/Rocigaot/status/192001578595651586"
"16/4/2012 18:07:11","","191920685231243264","","Becas para estudiar o investigar, no. Becas Fraga para que tu partido capte afiliados, sí ¿Que no somos competitivos?No me explico por qué..","twitter.com/Rocigaot/status/191920685231243264"
"16/4/2012 17:55:13","","191917674379481088","","Estou por presentarme ás becas Fraga. A proba teórica a teño controlada, pero preocúpame a proba física de natación en Palomares...","twitter.com/Rocigaot/status/191917674379481088"
"15/4/2012 13:27:49","","191487993243115520","","@beblas ¿dices lo de la quedada?De momento está bastante parado lo de organizarlo, que no hay forma de cuadrar agendas!","twitter.com/Rocigaot/status/191487993243115520"
"14/4/2012 20:29:15","","191231658962325505","","Me siento fatal por lo del Rey. El pobre pierde el sueño por nuestro paro, se va de caza por ocupar sus horas de insomnio y le pasa esto...","twitter.com/Rocigaot/status/191231658962325505"
"14/4/2012 12:28:59","","191110796984590336","","No puedo esperar a mañana para ver con qué fotomontaje de manadas de elefantes comunistas nos sorprende el ABC...","twitter.com/Rocigaot/status/191110796984590336"
"14/4/2012 1:10:44","","190940110672510976","","Cada vez que La Razón o ABC hacen una portada con fotomontaje, Dios mata a un diseñador gráfico... #gensanta #misojos http://www.abc.es/gestordocumental/uploads/Otras/14(1).pdf …","twitter.com/Rocigaot/status/190940110672510976"
"13/4/2012 11:52:06","","190739128504160256","","Y ya que Repsol es 'patrimonio de los españoles', ¿cómo les indico un nº de cuenta para que me ingresen mi porcentaje de los beneficios?","twitter.com/Rocigaot/status/190739128504160256"
"13/4/2012 0:08:37","","190562090480697344","","Que Argentina nacionalice YPF es un gravísimo atentado contra la soberanía española. Cristina, a nuestra jefa Merkel que vas...","twitter.com/Rocigaot/status/190562090480697344"
"12/4/2012 23:17:00","","190549098972192768","","De 0 a anuncio de Loewe, ¿cuánta vergüenza ajena os da lo de Sara Carbonero a vueltas con la Roja para presentar una prueba de Gran Hermano?","twitter.com/Rocigaot/status/190549098972192768"
"12/4/2012 21:37:16","","190524000290603009","1","De Guindos diciendo 'como vengan otros va a ser peor' es como la típica mamá que amenaza al crío con un '¡ya verás cuando venga tu padre!'","twitter.com/Rocigaot/status/190524000290603009"
"11/4/2012 16:54:12","","190090378249117696","","A ver, que si no os empeñárais en vivir tantos años, El FMI no querría bajar las pensiones, pero es que no ponéis nada de vuestra parte...","twitter.com/Rocigaot/status/190090378249117696"
"11/4/2012 16:52:28","","190089942909722629","","Ea,a morirse prontito!El FMI pide bajar pensiones por 'el riesgo de que la gente viva más de lo esperado'  http://economia.elpais.com/economia/2012/04/11/actualidad/1334133453_457282.html … vía @el_pais","twitter.com/Rocigaot/status/190089942909722629"
"11/4/2012 15:21:43","","190067102663712768","","Hacer un lipdub en un sitio público #seconsideraráatentadoalaautoridad a no ser que se use una canción de Russian Red o Nena Daconte","twitter.com/Rocigaot/status/190067102663712768"
"11/4/2012 15:19:41","","190066590421749761","1","Anunciar las rebajas del Corte Inglés #seconsideraráatentadoalaautoridad si luego se producen peleas de señoras por alguna ganga.","twitter.com/Rocigaot/status/190066590421749761"
"11/4/2012 15:07:51","","190063614303014913","","El 28 de marzo, al responder a la diputada Patricia Hernández, Gallardón citó a M. Luther King, ese genio criminal de la resistencia pasiva","twitter.com/Rocigaot/status/190063614303014913"
"11/4/2012 14:44:59","","190057858086346755","","#Soycriminal por recordar aquí que este domingo habrá manifestaciones en  defensa de la sanidad pública? Y por animar a la gente a ir?","twitter.com/Rocigaot/status/190057858086346755"
"11/4/2012 14:14:11","","190050110271520768","","Si cada Gobierno puede decidir a su antojo qué se considera banda armada,cuando yo sea presidenta incluiré a los vecinos con Singstar...","twitter.com/Rocigaot/status/190050110271520768"
"11/4/2012 13:24:42","","190037657164853249","","Al menos cuando en el extrajero nos pregunten cómo nos va en España con este Gobierno, ya podremos decir lo de 'Bueno, no podemos quejarnos'","twitter.com/Rocigaot/status/190037657164853249"
"11/4/2012 13:10:00","","190033955079200768","","Antes los pijos presumían de pasta en la discoteca dejando a la vista el llavero de su BMW. Ahora fardarán con el bonometro. #tarifazomadrid","twitter.com/Rocigaot/status/190033955079200768"
"11/4/2012 12:12:23","","190019458398564352","","'Organización criminal', por la nueva reforma, equivaldrá a 'movimiento crítico con el Gobierno'? #Holadictadura  http://www.europapress.es/nacional/noticia-alterar-orden-publico-hacer-convocatorias-ello-internet-sera-delito-integracion-organizacion-criminal-20120411103059.html …","twitter.com/Rocigaot/status/190019458398564352"
"11/4/2012 0:09:17","","189837480453881856","","@CaminoAna creo que é máis de probas orais...","twitter.com/Rocigaot/status/189837480453881856"
"11/4/2012 0:05:36","","189836554829701120","","@CaminoAna muller, pra acabar de stripper en Eurovegas, que é a opción de emprego que nos ofertan, tampouco é importante estar alfabetizados","twitter.com/Rocigaot/status/189836554829701120"
"10/4/2012 21:34:36","","189798556981399552","3","Un periodista consiguió abordar a Rajoy en el garaje y consiguió una declaración en exclusiva: '¡Si me quereis, irse!' #CorreMarianoCorre","twitter.com/Rocigaot/status/189798556981399552"
"10/4/2012 21:27:03","","189796655334293505","","Froilán se autodispara, Rajoy hace una espantá... Días como hoy tiene que molar ser guionista en @El_Intermedio ... #Wyomingdametrabajo","twitter.com/Rocigaot/status/189796655334293505"
"10/4/2012 20:58:46","","189789538397323265","","@badaladak equipazo tenemos. Como saben que con unos triunfos deportivos aquí nos damos por contentos, lo hacen por nosotros...:D","twitter.com/Rocigaot/status/189789538397323265"
"10/4/2012 20:53:50","","189788295486644225","","@badaladak o lo mismo se está entrenando para ser parte del equipo olímpico de atletismo en Londres...","twitter.com/Rocigaot/status/189788295486644225"
"10/4/2012 20:47:04","","189786592792162304","","No deberíamos bromear con lo de Rajoy. Un presidente debería dar la cara y responder a los medios, no huir trotando del Senado...","twitter.com/Rocigaot/status/189786592792162304"
"10/4/2012 19:56:54","","189773967677075457","","Y entoooonces me darééé la media vueltaaa... Rajoy feat. Luis Miguel.","twitter.com/Rocigaot/status/189773967677075457"
"10/4/2012 19:47:54","","189771702018904064","2","Rajoy le da la espalda a los periodistas y se va si contestar. Claro, ninguno hizo caso a mi idea de hacerse pasar por alemanes... #gensanta","twitter.com/Rocigaot/status/189771702018904064"
"10/4/2012 19:38:18","","189769287051902976","","@CaminoAna muller, pero non me lembra a Felipe en todo, só no intento de escaqueamento! (refírome a Mariano, non a @depunteirolo :D)","twitter.com/Rocigaot/status/189769287051902976"
"10/4/2012 18:18:02","","189749088374358016","","Yo a Rajoy me lo imagino como Felipe el amigo de Mafalda: acurrucado en cama buscando la excusa para escaquearse de ir al cole...","twitter.com/Rocigaot/status/189749088374358016"
"10/4/2012 14:02:08","","189684687520796672","","La Reina sobre el tiro de Froilán: 'Con los niños siempre pasa lo mismo'. No se crea, en las casas donde no dejan rifles a niños, no pasa...","twitter.com/Rocigaot/status/189684687520796672"
"10/4/2012 1:25:05","","189494169658597378","3","Que dice Froilán que dejemos de hacer coñas sobre él en twitter, que le sientan como un tiro...","twitter.com/Rocigaot/status/189494169658597378"
"10/4/2012 0:45:21","","189484169548677121","","@CaminoAna @Vero_vai @alberto_ramos lástima, ho, eu que lle ía mandar o meu currículum e ofrecerme como a súa community manager...","twitter.com/Rocigaot/status/189484169548677121"
"10/4/2012 0:42:04","","189483345535705088","","@CaminoAna @Vero_vai @alberto_ramos paseime?tería que facer unha conta de twitter aparte para ser cafre. paradaenfurecida, ou así...","twitter.com/Rocigaot/status/189483345535705088"
"10/4/2012 0:37:02","","189482079736709121","","@Vero_vai @alberto_ramos @caminoana Era o destino: confluiron a súa herdanza borbónica das escopetas e a súa herdanza marichalar dos tiros.","twitter.com/Rocigaot/status/189482079736709121"
